__id__,canal,cantidad,company,cp,createdAt,daysToDelivery,error,errorMessage,fechaCompra,fechaEstimada,fulfillmentType,isFlash,isMarketplace,noPedido,plan,productType,sku,storeSelected,tipoPago,edd1,edd2
NCNsfEI2goaSZuk9ifaX,APV AND,3,LP,44690,__Timestamp__2024-08-26T16:38:27.889Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Mar 27 agosto - Vie 30 agosto,Fulfillment_Type_Liverpool,TRUE,FALSE,6060000168,A,SL,1030507688,103,Efectivo,,
NCOa7fmWvMCW0h1HzGsh,WEB,6,SBB,3300,__Timestamp__2024-12-23T23:55:34.285Z,10,,,__Timestamp__2024-12-23T23:55:28.000Z,15 de enero-25 de enero,Fulfillment_Type_Liverpool,,FALSE,sg1942460287,A,Big Ticket,SB5000199704,830,creditCard,,
NCXmsig8FfAsU1oNkyN7,APV AND,1,LP,81270,__Timestamp__2025-01-20T18:32:18.022Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Recibe mañana - 18 de Julio,,TRUE,FALSE,2770000210,B,,1030512851,103,Efectivo,Recibe mañana,18 de Julio
NCfqv8wsNd5FIPdOUlzu,APV AND,1,LP,86035,__Timestamp__2025-01-20T16:50:22.414Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Recibe mañana - 18 de Julio,,TRUE,FALSE,8700000188,B,,1033130780,103,Efectivo,Recibe mañana,18 de Julio
NCg1ZZcQ9UjUZb2aUBj9,APV AND,1,LP,3100,__Timestamp__2025-05-08T17:46:22.339Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Recibe mañana - 18 de Julio,,TRUE,FALSE,8900000205,B,,1002319922,103,Efectivo,,
NCg7AQNjW66myY64pkno,WEB,3,LP,6060,__Timestamp__2024-07-03T18:02:41.538Z,3,,,03 de julio de 2024 12:02,04 de julio-07 de julio,Fulfillment_Type_Liverpool,,FALSE,2280000168,null,Soft Line,64436121,81,digitalWallet,,
NCom7TQJuNqK4qbAAom1,WEB,2,LP,11000,__Timestamp__2025-04-30T14:24:17.667Z,0,,,__Timestamp__2025-04-30T14:24:01.000Z,30 de abril,Fulfillment_Type_Liverpool,,FALSE,4830000192,A,Soft Line,72268121,2,paypal,30/04/2025,30/04/2025
NCutgnQn0zaM0WxNLEnV,APV AND,1,LP,3100,__Timestamp__2025-01-20T14:16:09.287Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Recibe mañana - 18 de Julio,,TRUE,FALSE,1640001603,B,,1033130780,103,Efectivo,Recibe mañana,18 de Julio
ND7fFIQMTe1hZ8U3EZBm,APV AND,2,LP,5348,__Timestamp__2024-12-24T14:25:06.845Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Jue 18 julio - Dom 21 julio,,TRUE,FALSE,6490000181,B,,60585873,103,Efectivo,,
ND8jAO26GcwyrhfxhW6n,WEB,2,LP,3020,__Timestamp__2024-12-10T18:07:20.382Z,N/A,4,,__Timestamp__2024-12-10T18:06:55.000Z,Por ahora no es posible mostrar la fecha de entrega.,Fulfillment_Type_Liverpool,,FALSE,9800001514,null,Big Ticket,1031106407,N/A,paypal,,
ND8tJICkiBH25jJTNaMx,WEB,3,LP,3020,__Timestamp__2024-09-12T01:55:30.499Z,3,,,__Timestamp__2024-09-12T01:55:19.000Z,12 de septiembre-15 de septiembre,Fulfillment_Type_Liverpool,,FALSE,6200000177,null,Soft Line,1029124821,1,creditCard,,
NDHDlluRjcPiBHBl9GGX,APP,1,LP,9640,__Timestamp__2024-09-20T18:07:18.103Z,N/A,4,,__Timestamp__2024-09-20T18:06:47.000Z,Por ahora no es posible mostrar la fecha de entrega.,Fulfillment_Type_Liverpool,,FALSE,9613615385,null,Big Ticket,1030507530,N/A,paypal,,
NDInnCLJfUz0Djxr7nsZ,APV AND,1,LP,14300,__Timestamp__2024-11-05T00:21:12.505Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Jue 18 julio - Dom 21 julio,,TRUE,FALSE,570000174,B,,1029124791,103,Efectivo,,
NDMQ4XiAhrgClvUxr9Qp,WEB,1,LP,63175,__Timestamp__2024-09-26T18:00:55.523Z,0,,,__Timestamp__2024-09-26T18:00:48.000Z,26 de septiembre,Liverpool_CNC_PICK_PACK,,FALSE,2980000213,null,Soft Line,1029124821,88,creditCard,,
NDMUDQEJBacJvmTzidh7,WEB,3,SBB,4500,__Timestamp__2024-11-06T21:14:06.146Z,N/A,3,Parametros no validos por el OMS / El SKU no esta dado de alta en OMS,__Timestamp__2024-11-06T21:14:01.000Z,El Código Postal es incorrecto.,Fulfillment_Type_Liverpool,,FALSE,sg1934330775,null,Soft Line,SB1030677508,N/A,creditCard,,
NDWkh4VOWgmwODZXvtRq,APP,1,SBB,11320,__Timestamp__2025-02-18T15:20:45.355Z,N/A,4,No se cuenta con inventario suficiemte,__Timestamp__2025-02-18T15:20:41.000Z,Por ahora no es posible mostrar la fecha de entrega.,Fulfillment_Type_Liverpool,,FALSE,sg1951790373,A,Big Ticket,SB5000217087,N/A,creditCard,,
NDWuAT5ZJi7dVEw8W0f1,APV AND,1,LP,14300,__Timestamp__2024-11-09T08:11:56.261Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Jue 18 julio - Dom 21 julio,,TRUE,FALSE,1039671399,B,,1029124791,103,Efectivo,,
NDb6rKMBXqwInb9pEPj3,APV AND,1,LP,52040,__Timestamp__2025-03-12T05:05:29.613Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Jue 18 julio - Dom 21 julio,,TRUE,FALSE,1740000207,B,,1029124791,103,Efectivo,,
NDcQM3mY1Pzcy0k7GcQ4,WEB,2,LP,56656,__Timestamp__2024-07-18T15:34:36.684Z,N/A,,,__Timestamp__2024-07-18T15:34:09.000Z,Por ahora no es posible mostrar la fecha de entrega.,Fulfillment_Type_Liverpool,,FALSE,9613542902,null,Big Ticket,1032797276,N/A,creditCard,,
NDexdiTVK5R2bCkFJbHC,APV AND,1,LP,52040,__Timestamp__2025-01-21T19:15:39.022Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Jue 18 julio - Dom 21 julio,,TRUE,FALSE,220000190,B,,1029124791,103,Efectivo,,
NDmG9v7cal9fSA8zvRtH,WEB,1,LP,7149,__Timestamp__2024-08-13T23:19:10.993Z,10,,,__Timestamp__2024-08-13T23:18:39.000Z,16 de agosto-26 de agosto,Fulfillment_Type_Liverpool,,FALSE,9613576090,null,Big Ticket,1000161795,830,creditCard,,
NDtdObmZaTp5ZdAwZgYH,WEB,1,SBB,53660,__Timestamp__2025-03-03T16:59:37.790Z,N/A,,,__Timestamp__2025-03-03T16:59:35.000Z,Por ahora no es posible mostrar la fecha de entrega.,Fulfillment_Type_Liverpool,,TRUE,1710000212,null,Soft Line,1030856917,N/A,creditCard,,
NE03UNSpolqbPahmF2iq,APV AND,1,LP,52040,__Timestamp__2024-11-28T21:38:31.628Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Jue 18 julio - Dom 21 julio,,TRUE,FALSE,2130000194,B,,1029124791,103,Efectivo,,
NE1QRls1KK2Snpd0FooS,APV AND,1,LP,86205,__Timestamp__2025-02-24T17:02:33.860Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Recibe mañana - 18 de Julio,,TRUE,FALSE,2850000220,B,,1019920557,103,Efectivo,,
NE1Vciz77DhsOBsjsRop,APV AND,1,LP,14300,__Timestamp__2024-11-05T01:05:25.425Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Jue 18 julio - Dom 21 julio,,TRUE,FALSE,6940000172,B,,1029124791,103,Efectivo,,
NEEAFhxxxvZecqyHBAeZ,APV AND,1,LP,1100,__Timestamp__2024-08-26T18:30:19.890Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Recibe mañana - 18 de Julio,,TRUE,FALSE,3450000176,B,,1029124791,103,Efectivo,,
NEFBwgMouEmmp5d42mcq,APV AND,1,LP,52040,__Timestamp__2025-03-12T05:10:58.796Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Jue 18 julio - Dom 21 julio,,TRUE,FALSE,3970001793,B,,1029124791,103,Efectivo,,
NEPv4DB2mzGvSdxyLDSO,WEB,1,LP,5348,__Timestamp__2025-03-14T00:36:03.136Z,0,,,__Timestamp__2025-03-14T00:35:55.000Z,13 de marzo-17 de marzo,Fulfillment_Type_Liverpool,,FALSE,2050000210,A,Soft Line,1031971256,7,creditCard,13/03/2025,17/03/2025
NEY7ZNHH7TcPhAi5sIZe,WEB,1,LP,3310,__Timestamp__2025-05-15T23:07:29.170Z,6,,,__Timestamp__2025-05-15T23:07:25.000Z,19 de mayo-25 de mayo,Fulfillment_Type_Liverpool,,FALSE,9800131535,A,Big Ticket,1031109236,98,creditCard,19/05/2025,25/05/2025
NEbDlmPWy6FM0Ti4n8rh,WEB,3,LP,11000,__Timestamp__2025-02-25T16:46:17.047Z,0,,,__Timestamp__2025-02-25T16:46:12.000Z,25 de febrero-01 de marzo,Fulfillment_Type_Liverpool,,FALSE,6700000201,A,Soft Line,1029700164,1,creditCard,25/02/2025,01/03/2025
NEdJHzJpWkRg2qKMK9MZ,APV AND,1,LP,3100,__Timestamp__2024-12-24T14:31:31.020Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Recibe mañana - 18 de Julio,,TRUE,FALSE,1810001603,B,,11764550,103,Efectivo,,
NEeJ0aTyFymQS8jUURAM,WEB,1,LP,8220,__Timestamp__2024-07-08T16:10:41.398Z,0,,,08 de julio de 2024 10:10,16 de julio-24 de julio,Fulfillment_Type_Liverpool,,FALSE,7850000144,null,Soft Line,1026703235,N/A,creditCard,,
NEiunP0xmosdZoSVHsKI,APV AND,1,LP,1030,__Timestamp__2025-02-07T18:55:57.686Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Recibe mañana - 18 de Julio,,TRUE,FALSE,4090000190,B,,1030508871,103,Efectivo,,
NElFBdG3KOh2rEtiBI2a,WEB,10,LP,11000,__Timestamp__2025-02-14T21:17:39.345Z,3,,,__Timestamp__2025-02-14T21:17:34.000Z,14 de febrero-17 de febrero,Fulfillment_Type_Liverpool,,FALSE,5210000227,A,Soft Line,76758565,2,creditCard,14/02/2025,17/02/2025
NEsi4FkszcdGjZ8gcA3H,WEB,1,SBB,1030,__Timestamp__2024-09-12T20:12:44.567Z,0,,,__Timestamp__2024-09-12T20:12:39.000Z,02 de octubre-12 de octubre,Fulfillment_Type_Liverpool,,FALSE,sg1926040181,null,Soft Line,SB3801471,N/A,creditCard,,
NEtbqslQUOtJyLNhI9ax,APV AND,1,LP,14300,__Timestamp__2024-11-11T03:45:48.568Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Jue 18 julio - Dom 21 julio,,TRUE,FALSE,2240000199,B,,1029124791,103,Efectivo,,
NEzyN7S8a7Yifhy3ZgQf,APV AND,1,LP,60955,__Timestamp__2024-08-27T01:12:46.681Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Recibe mañana - 18 de Julio,,TRUE,FALSE,7970000174,B,,1029124791,103,Efectivo,,
NF223BQrPqtpvC7gbBX6,WEB,1,SBB,11560,__Timestamp__2024-12-05T16:01:44.151Z,0,,,__Timestamp__2024-12-05T16:00:43.000Z,08 de diciembre-12 de diciembre,Fulfillment_Type_Liverpool,,TRUE,8290000195,null,Soft Line,1030694691,N/A,creditCard,,
NF6xt3vCgnu451oGaNon,APV AND,1,LP,52040,__Timestamp__2025-02-05T16:17:24.657Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Jue 18 julio - Dom 21 julio,,TRUE,FALSE,3660009051,B,,1029124791,103,Efectivo,,
NF7m1VhFidEkWDimitGN,WEB,3,LP,31624,__Timestamp__2024-08-27T13:13:02.204Z,3,,,__Timestamp__2024-08-27T13:12:52.000Z,31 de agosto-03 de septiembre,Fulfillment_Type_Liverpool,,FALSE,630000150,null,Soft Line,1029124791,42,creditCard,,
NFDw1fCSedxMsMGv4ah4,WEB,7,LP,5348,__Timestamp__2024-07-05T15:08:05.658Z,3,,,05 de julio de 2024 09:07,09 de julio-12 de julio,Liverpool_CNC_PICK_PACK,,FALSE,6100000164,null,Soft Line,712787,125,creditCard,,
NFHyF7GMSXQftVgfhJxe,APV AND,1,LP,52040,__Timestamp__2025-01-21T19:13:16.655Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Jue 18 julio - Dom 21 julio,,TRUE,FALSE,5340000172,B,,1029124791,103,Efectivo,,
NFMGtw1mjHR8JK40GfdJ,APV AND,1,LP,14300,__Timestamp__2024-11-09T06:39:13.921Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Jue 18 julio - Dom 21 julio,,TRUE,FALSE,1039627847,B,,1029124791,103,Efectivo,,
NFRIPvvVF4Bagqc2FtMU,APV AND,1,LP,11250,__Timestamp__2024-08-29T22:21:25.794Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Recibe mañana - 18 de Julio,,TRUE,FALSE,7010000177,B,,1029124791,103,Efectivo,,
NFVD67u8IBh2TsE6zLFu,APV AND,1,LP,73657,__Timestamp__2025-05-12T16:24:04.975Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Recibe mañana - 18 de Julio,,TRUE,FALSE,8750000201,B,,1031991036,103,Efectivo,,
NFXOg5mA8K4hMhEHwYhq,APV AND,1,LP,52040,__Timestamp__2025-03-12T04:56:09.657Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Jue 18 julio - Dom 21 julio,,TRUE,FALSE,3170000207,B,,1029124791,103,Efectivo,,
NFXpvPDDiYaAmIwPdb9N,APV AND,1,LP,14300,__Timestamp__2024-11-09T08:29:41.541Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Jue 18 julio - Dom 21 julio,,TRUE,FALSE,1039832785,B,,1029124791,103,Efectivo,,
NFY6PDB988anA9QWhz7R,APV AND,1,LP,1030,__Timestamp__2025-02-12T23:51:30.408Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Recibe mañana - 18 de Julio,,TRUE,FALSE,7070000207,B,,1030508145,103,Efectivo,,
NFa9weBqTfXK69PqdnFA,WEB,1,LP,3310,__Timestamp__2025-05-07T13:00:45.266Z,1,,,__Timestamp__2025-05-07T13:00:40.000Z,08 de mayo-11 de mayo,Fulfillment_Type_Liverpool,,FALSE,6410000229,A,Soft Line,1030652483,1,creditCard,08/05/2025,11/05/2025
NFcAOd9tvyMQ2i2pEyaN,WEB,1,LP,31624,__Timestamp__2024-08-09T14:19:53.913Z,3,,,__Timestamp__2024-08-09T14:19:44.000Z,17 de agosto-20 de agosto,Fulfillment_Type_Liverpool,,FALSE,8660000173,null,Soft Line,1004591794,125,creditCard,,
NFldtSbcTTUZlxLIOgEz,WEB,1,LP,3310,__Timestamp__2025-05-14T09:32:18.349Z,2,,,__Timestamp__2025-05-14T09:32:14.000Z,16 de mayo-19 de mayo,Fulfillment_Type_Liverpool,,FALSE,3709000002,A,Soft Line,1030069087,125,creditCard,16/05/2025,19/05/2025
NFnbaGdEyCYCLjZNYinU,APP,5,SBB,1400,__Timestamp__2025-02-06T21:26:57.329Z,N/A,3,Parametros no validos por el OMS / El SKU no esta dado de alta en OMS,__Timestamp__2025-02-06T21:26:46.000Z,El Código Postal es incorrecto.,Fulfillment_Type_Liverpool,,FALSE,sg1948860575,A,Big Ticket,SB5000195067,N/A,creditCard,,
NFpD9NujQhxl9eLPwIeO,WEB,1,SBB,5348,__Timestamp__2025-02-19T15:12:11.551Z,N/A,4,No se cuenta con inventario suficiemte,__Timestamp__2025-02-19T15:12:05.000Z,Por ahora no es posible mostrar la fecha de entrega.,Fulfillment_Type_Liverpool,,FALSE,sg1952040113,null,Big Ticket,SB5000217681,N/A,creditCard,,
NFqQqDbjrOTj7FWdh2H0,APV AND,1,LP,5348,__Timestamp__2025-01-28T22:12:06.351Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Recibe mañana - 18 de Julio,,TRUE,FALSE,2790000186,B,,12439482,103,Efectivo,,
NFvujjHSb58iK5d1Yxtx,WEB,1,SBB,11000,__Timestamp__2025-03-19T15:52:21.177Z,N/A,,,__Timestamp__2025-03-19T15:52:17.000Z,Por ahora no es posible mostrar la fecha de entrega.,Fulfillment_Type_Liverpool,,TRUE,8110000223,null,Soft Line,1032956552,N/A,creditCard,,
NG3kNFNxdgMiFQUlz2Vy,WEB,2,LP,11870,__Timestamp__2024-07-12T17:36:45.667Z,10,,,__Timestamp__2024-07-12T17:36:18.000Z,15 de julio-25 de julio,Fulfillment_Type_Liverpool,,FALSE,9613534297,null,Big Ticket,1032795451,98,creditCard,,
NG4dCR0Ja0VCVm7Un54J,APP,1,SBB,9210,__Timestamp__2025-02-19T02:25:26.988Z,N/A,4,No se cuenta con inventario suficiemte,__Timestamp__2025-02-19T02:25:19.000Z,Por ahora no es posible mostrar la fecha de entrega.,Fulfillment_Type_Liverpool,,FALSE,sg1952040032,null,Big Ticket,SB5000217087,N/A,paypal,,
NGClJ2oCgbdZqERu5pQq,APV AND,1,LP,5348,__Timestamp__2025-01-28T22:10:42.574Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Recibe mañana - 18 de Julio,,TRUE,FALSE,5260000202,B,,12439482,103,Efectivo,,
NGGvf4WRJOHStrZXOkIx,WEB,3,LP,11000,__Timestamp__2024-08-07T05:16:28.153Z,0,,,__Timestamp__2024-08-07T05:16:19.000Z,07 de agosto,Liverpool_CNC_PICK_PACK,,FALSE,5340000140,null,Soft Line,1029124791,3,creditCard,,
NGPpC8pjFX6PdtjdJS0Z,APV AND,2,LP,3020,__Timestamp__2025-01-15T19:34:56.939Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Jue 18 julio - Dom 21 julio,,TRUE,FALSE,80000189,B,,12896964,103,Efectivo,,
NGQDVQqCgWwLIqBlQfRa,WEB,1,LP,12000,__Timestamp__2024-10-23T19:39:13.458Z,3,,,__Timestamp__2024-10-23T19:38:53.000Z,24 de octubre-27 de octubre,Fulfillment_Type_Liverpool,,FALSE,1500000180,null,Soft Line,74802761,6,creditCard,,
NGUUwLkW9MpYq9P176b8,APV AND,1,LP,1030,__Timestamp__2025-05-08T17:58:18.802Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Recibe mañana - 18 de Julio,,TRUE,FALSE,3750000447,B,,1029124783,103,Efectivo,,
NGVtFLx4McUKsof1d5bk,APP,1,LP,11560,__Timestamp__2025-02-06T00:57:19.983Z,N/A,,,__Timestamp__2025-02-06T00:57:16.000Z,Por ahora no es posible mostrar la fecha de entrega.,Fulfillment_Type_Liverpool,,TRUE,340000176,null,Soft Line,1030856925,N/A,digitalWallet,,
NGWDVZ8G30sTwnQmHQAT,WEB,1,LP,1050,__Timestamp__2024-12-09T17:58:42.886Z,N/A,4,,__Timestamp__2024-12-09T15:49:41.000Z,Por ahora no es posible mostrar la fecha de entrega.,Fulfillment_Type_Liverpool,,FALSE,9613697706,null,Big Ticket,1031201086,N/A,creditCard,,
NGWZnu0XxeiOxYSnbsdL,WEB,1,LP,78000,__Timestamp__2024-08-20T23:14:57.163Z,N/A,,,__Timestamp__2024-08-20T23:14:42.000Z,Por ahora no es posible mostrar la fecha de entrega.,Fulfillment_Type_Liverpool,,FALSE,9613584664,null,Big Ticket,1031109317,N/A,creditCard,,
NGWzr9npiJVlbrKlSpOb,APV AND,1,LP,9360,__Timestamp__2025-05-15T17:49:07.259Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Recibe mañana - 18 de Julio,,TRUE,FALSE,5270000227,B,,1029859627,103,Efectivo,,
NGa4ISXPDeYxiWju3FzH,WEB,1,SBB,1100,__Timestamp__2024-09-10T17:27:24.529Z,0,,,__Timestamp__2024-09-10T17:27:15.000Z,30 de septiembre-10 de octubre,Fulfillment_Type_Liverpool,,FALSE,sg1925320059,null,Soft Line,SB2428043,N/A,creditCard,,
NGaaDoGT3YClDYecSxbt,APV AND,2,LP,03330+,__Timestamp__2024-08-27T00:05:17.222Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Jue 18 julio - Dom 21 julio,,TRUE,FALSE,2880000179,B,,1029124821,103,Efectivo,,
NGh31P8O9NBP9w5LXNrr,WEB,1,LP,1090,__Timestamp__2024-11-14T18:59:50.798Z,0,,,__Timestamp__2024-11-14T18:59:36.000Z,18 de noviembre-28 de noviembre,Fulfillment_Type_Liverpool,,TRUE,7330000184,null,Big Ticket,1031271068,N/A,creditCard,,
NGjGtyw47eQV9v7rLa3s,WEB,1,LP,54769,__Timestamp__2024-06-24T16:36:30.948Z,0,,,24 de junio de 2024 10:36,24 de junio,Liverpool_CNC_PICK_PACK,,FALSE,380000145,null,Soft Line,1031270932,29,creditCard,,
NGjYuXVWR9HgSmZXfMMB,WEB,4,LP,52167,__Timestamp__2024-12-04T17:29:44.161Z,0,,,__Timestamp__2024-12-04T17:28:26.000Z,10 de diciembre-20 de diciembre,Fulfillment_Type_Liverpool,,TRUE,3230000228,null,Big Ticket,1030430731,N/A,creditCard,,
NGmelGJViRvDnsrPbUdH,APV AND,1,LP,5348,__Timestamp__2024-09-02T04:02:13.278Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Jue 18 julio - Dom 21 julio,,TRUE,FALSE,1950001468,B,,1023908634,103,Efectivo,,
NGp7B34ewo4ZrX3vX1Ye,APV AND,1,LP,11870,__Timestamp__2025-05-12T15:59:50.629Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Jue 18 julio - Dom 21 julio,,TRUE,FALSE,890001338,B,,1029124783,103,Efectivo,,
NGu9iNRQprDz6tvlJ51o,WEB,1,LP,5348,__Timestamp__2025-05-14T15:22:35.720Z,0,,,__Timestamp__2025-05-14T15:22:19.000Z,23 de mayo-01 de junio,Fulfillment_Type_Liverpool,,FALSE,3810000199,B,Soft Line,1033278001,,creditCard,23/05/2025,01/06/2025
NGumpiJkzeeUbqO3aMBV,APV AND,1,LP,11000,__Timestamp__2025-05-02T15:10:34.331Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Dom 04 mayo 2025 - Mié 07 mayo 2025,Fulfillment_Type_Liverpool,TRUE,FALSE,8240000227,A,SL,1026703235,103,Efectivo,04/05/2025,07/05/2025
NGzTqZdrix5KvYAO8Z6T,APV AND,1,LP,,__Timestamp__2025-02-05T17:28:09.762Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,,Fulfillment_Type_Liverpool,TRUE,FALSE,700000182,,SL,19206521,19,Efectivo,,
NGzd753QnmZuT3sjgZIC,WEB,3,LP,4500,__Timestamp__2024-09-11T23:12:39.374Z,3,,,__Timestamp__2024-09-11T23:12:30.000Z,12 de septiembre-15 de septiembre,Fulfillment_Type_Liverpool,,FALSE,640000157,null,Soft Line,1029124821,5,creditCard,,
NH2mKI07YOnn7Zi8vpZr,WEB,1,LP,5348,__Timestamp__2024-09-17T17:51:16.432Z,0,,,__Timestamp__2024-09-17T17:51:06.000Z,22 de septiembre-25 de septiembre,Liverpool_CNC_PICK_PACK,,TRUE,5190000189,null,Soft Line,1030856887,N/A,digitalWallet,,
NH35113DCMDvElwx7gxw,WEB,4,LP,1219,__Timestamp__2025-03-12T18:00:21.154Z,0,,,__Timestamp__2025-03-12T18:00:15.000Z,12 de marzo-16 de marzo,Fulfillment_Type_Liverpool,,FALSE,7610000206,A,Soft Line,64273451,2,creditCard,12/03/2025,16/03/2025
NH4wFVYFMN5l1g4cw0iu,WEB,2,SBB,88900,__Timestamp__2024-09-27T15:32:10.005Z,0,,,__Timestamp__2024-09-27T15:32:05.000Z,17 de octubre-27 de octubre,Fulfillment_Type_Liverpool,,FALSE,sg1928720113,null,Soft Line,SB1705976,N/A,creditCard,,
NH5dTEmQ7FHB9OXHv25S,WEB,1,SBB,1400,__Timestamp__2025-02-24T19:43:47.631Z,N/A,3,Parametros no validos por el OMS / El SKU no esta dado de alta en OMS,__Timestamp__2025-02-24T19:43:42.000Z,El Código Postal es incorrecto.,Fulfillment_Type_Liverpool,,FALSE,sg1952780386,null,Big Ticket,SB5000195067,N/A,creditCard,,
NH9FKb7n5R30ok1fkIG7,WEB,1,LP,21200,__Timestamp__2025-01-17T14:32:03.865Z,10,,,__Timestamp__2025-01-17T14:31:54.000Z,27 de enero-31 de enero,Fulfillment_Type_Liverpool,,FALSE,5970000199,A,Soft Line,1029947909,125,creditCard,,
NHJ5VbreaO6EK2Ihw6dL,APV AND,1,LP,52787,__Timestamp__2025-03-06T17:37:03.603Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Recibe mañana - 18 de Julio,,TRUE,FALSE,4190000199,B,,4431499,103,Efectivo,,
NHJqixrSF63Nw9lUMt4k,MOBILE,1,LP,55300,__Timestamp__2025-03-24T16:36:37.084Z,N/A,,,__Timestamp__2025-03-24T16:36:21.000Z,Por ahora no es posible mostrar la fecha de entrega.,Fulfillment_Type_Liverpool,,TRUE,870001382,null,Soft Line,1030856861,N/A,paypal,,
NHLOYTWg7elEBytSCrX5,APV AND,2,LP,11000,__Timestamp__2024-12-24T15:55:26.546Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Jue 18 julio - Dom 21 julio,,TRUE,FALSE,2670000205,B,,12896964,103,Efectivo,,
NHQeZB98aZCcuBvMFQ65,WEB,1,SBB,1030,__Timestamp__2025-05-15T07:02:16.130Z,N/A,4,No se cuenta con inventario suficiemte,__Timestamp__2025-05-15T07:02:12.000Z,Por ahora no es posible mostrar la fecha de entrega.,Fulfillment_Type_Liverpool,,FALSE,sg1968440174,null,Big Ticket,SB5000195067,N/A,creditCard,,
NHTdHWd10bfrS9tAVBeq,WEB,2,LP,67118,__Timestamp__2025-04-23T16:03:07.144Z,0,,,__Timestamp__2025-04-23T16:02:54.000Z,02 de mayo-11 de mayo,Fulfillment_Type_Liverpool,,FALSE,4560001857,B,Soft Line,1033266100,,paypal,,
NHUxgWiEqaNLx1FaLkT8,APV AND,1,LP,1030,__Timestamp__2025-05-08T17:49:01.744Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Recibe mañana - 18 de Julio,,TRUE,FALSE,3000000201,B,,1029124783,103,Efectivo,,
NHW181Lrrf35xg9xzg3w,WEB,3,LP,11000,__Timestamp__2024-07-30T17:33:12.981Z,N/A,4,,__Timestamp__2024-07-30T17:33:03.000Z,Por ahora no es posible mostrar la fecha de entrega.,Liverpool_CNC_PICK_PACK,,FALSE,4470000175,null,Soft Line,1031991036,N/A,creditCard,,
NHdqKULfRBziChoyQE52,APP,1,LP,3100,__Timestamp__2024-09-23T18:00:56.745Z,0,,,__Timestamp__2024-09-23T18:00:48.000Z,30 de septiembre-03 de octubre,Fulfillment_Type_Liverpool,,TRUE,6170000178,null,Soft Line,1030694909,N/A,creditCard,,
NHfHjDuXINDfRewz3kK3,APV AND,1,LP,51350,__Timestamp__2024-10-16T17:47:36.623Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Recibe mañana - 18 de Julio,,TRUE,FALSE,8010000180,B,,1031299558,103,Efectivo,,
NHkedllwX8vHzUjwedgq,WEB,2,LP,3100,__Timestamp__2024-12-18T18:17:09.270Z,1,,,__Timestamp__2024-12-18T18:16:54.000Z,19 de diciembre-23 de diciembre,Fulfillment_Type_Liverpool,,FALSE,2670000204,null,Soft Line,1003667614,2,creditCard,,
NHmxumgua2Mm2Bp0NLxC,WEB,1,SBB,11220,__Timestamp__2025-04-28T18:25:30.504Z,N/A,4,No se cuenta con inventario suficiemte,__Timestamp__2025-04-28T18:25:17.000Z,Por ahora no es posible mostrar la fecha de entrega.,Fulfillment_Type_Liverpool,,FALSE,sg1964080512,null,Soft Line,SB3687967,N/A,creditCard,,
